location,source,target,id,fuzzy,context,translator_comments,developer_comments
,,,aasimar,False,,"aasimar* A planar scion descended from a celestial. 8–11, Advanced Player’s Guide 34–36",
,,Абадар,Abadar,False,,"Abadar Lawful neutral god of cities, law, and wealth. Known as the Master of the First Vault. Gods & Magic 12–13",
,,Абсалом,Absalom,False,,"Absalom The largest city in the Inner Sea region, founded by Aroden and located on Starstone Isle. Absalom, City of Lost Omens",
,,Літочислення Абсалома,Absalom_Reckoning,False,,"Absalom Reckoning The most commonly used calendar in Avistan and Garund, consisting of 52 weeks across 12 months. The current year is 4721 ar.",
,,,Abyssal,False,,Abyssal Believed to be the first language developed in the Outer Sphere. Commonly spoken by demons.,
,,,agathion,False,,"agathion A type of celestial with bestial features, born of the enlightened soul of a good mortal. Native to Nirvana.",
,,Епоха Темряви,Age_of_Darkness,False,,"Age of Darkness The age following Earthfall, ranging from –5293 ar to –4294 ar. World Guide 6",
,,Епоха Втрачених Ознак,Age_of_Lost,False,,"Age of Lost Omens The current age, brought about by the death of Aroden in 4606 ar. World Guide 8–9",
,,,Akiton,False,,Akiton Fourth planet from the sun. Known as the Red Planet. World Guide 9,
,,Андоран,Andoran,False,,Andoran A relatively young nation in southern Avistan known for its adherence to democracy and personal freedom. World Guide 122–124,
,,,android,False,,android* A synthetic humanoid ancestry created by artificial means. Most common in Numeria. 68–73,
,,,aphorite,False,,"aphorite* A type of planar scion descended from a being from Axis, the Plane of Law. 74–77",
,,Аразні,Arazni,False,,"Arazni Neutral evil god of the abused, dignity, and unwilling undeath. Known as the Unyielding. Gods & Magic 54",
,,Аркадія,Arcadia,False,,"Arcadia One of Golarion’s continents, lying west of the Inner Sea region past the ruins of Azlant. World Guide 6–7",
,,,Ascended,False,,Ascended The title for the deities who achieved their apotheosis by completing the Test of the Starstone.,
,,Авістан,Avistan,False,,Avistan One of Golarion’s continents. Comprises the northern half of the Inner Sea region. World Guide 7,
,,,Axis,False,,Axis A massive planar city known for its adherence to law. Home to the monitors known as aeons. The plane is lawful neutral. Gamemastery Guide 142,
,,,azarketi,False,,"azarketi* Amphibious humanoids who live among the seas of the Inner Sea region, said to have descended from the people of Azlant. Sometimes known as gillmen or Low Azlanti. 12–15",
,,Азлант,Azlant,False,,"Azlant A vast empire during the Age of Legend, destroyed during Earthfall. Its ruins remain as islands in the Arcadian Ocean. World Guide 8, 62–63",
,,,Azlanti,False,,Azlanti The athletic humans of the ancient empire of Azlant. Previously thought lost during Earthfall. Character Guide 10,
,,Бар'єрна Стіна,Barrier_Wall,False,,"Barrier Wall A large mountain range spanning across southern Osirion, Rahadoum, and Thuvia. World Guide 50–51",
,,,beastkin,False,,beastkin* Humanoids that can partially or fully transform into animal forms. 78–81,
,,Белкзен,Belkzen,False,,"Belkzen A region in northwestern Avistan, known as the home of several orc clans. World Guide 38–40",
,,Бесмара,Besmara,False,,"Besmara Chaotic neutral goddess of piracy, sea monsters, and strife. Known as the Pirate Queen. Gods & Magic 55",
,,,Bleaching,False,,"Bleaching A process brought on by ennui that decolors and ages a gnome, typically culminating in their death.",
,,,Boneyard,False,,"Boneyard A plane where the souls of the dead travel in the afterlife, home to the monitors known as psychopomps. The plane is neutral. Gamemastery Guide 142–143",
,,Бревой,Brevoy,False,,"Brevoy A nation in northeastern Avistan, known for its political uncertainty. World Guide 26–28",
,,,Broken_Lands,False,,"Broken Lands A region in northeastern Avistan consisting of Brevoy, the Lake of Mists and Veils, Mendev, Numeria, Razmiran, the River Kingdoms, and the Sarkoris Scar. World Guide 24–35",
,,Калістрія,Calistria,False,,"Calistria Chaotic neutral goddess of lust, revenge, and trickery. Known as the Savored Sting. Gods & Magic 16–17",
,,Касандалі,Casandalee,False,,"Casandalee Neutral goddess of artificial life, free thinking, and intellectual apotheosis; known as the Iron Goddess. Gods & Magic 57",
,,Касмарон,Casmaron,False,,"Casmaron One of Golarion’s continents, located immediately east of the Inner Sea region. World Guide 7",
,,,catfolk,False,,"catfolk* Humanoids with feline features and a love of discovery. 16–19, Advanced Player’s Guide 8–11",
,,Кайден Кайлефн,Cayden_Cailean,False,,"Cayden Cailean Chaotic good god of ale, bravery, freedom, and wine. Also known as the Accidental God. Gods & Magic 18–19",
,,,celestial,False,,celestial A creature that hails from or has a strong connection to one of the good-aligned planes.,
,,,changeling,False,,"changeling* The offspring of a hag and a member of some other humanoid ancestry. 20–23, Advanced Player’s Guide 30–31",
,,Челіакс,Cheliax,False,,Cheliax A nation in southwest Avistan. Known for its ties to diabolic rule. World Guide 98–100,
,,Звичайний,Common,False,,"Common An alternate name for Taldane, the most widespread language in the Inner Sea region.",
,,Корона Світу,Crown_of_the_World,False,,Crown of the World The northernmost of Golarion’s continents that connects Avistan to Tian Xia. World Guide 7,
,,Темнозем'я,Darklands,False,,"Darklands The immense area of caverns, vaults, and passages beneath the surface of Golarion. World Guide 7–8",
,,,Dead_Roads,False,,Dead Roads The metaphysical network connecting the Boneyard to the Material Plane. Used by psychopomps to travel between these planes.,
,,Дезна,Desna,False,,"Desna Chaotic good goddess of dreams, luck, stars, and travelers. Known as the Song of the Spheres. Gods & Magic 20–21",
,,,dhampir,False,,"dhampir* The immortal offspring of a vampire and a member of another ancestry. 24–27, Advanced Player’s Guide 32–33",
,,Драконова,Draconic,False,,Draconic The ancient language of dragons. drow Descendants of ancient elves who live within the Darklands.,
,,Друма,Druma,False,,Druma A nation in southern central Avistan. Known for its prominent trade and great wealth. World Guide 124–125,
,,,duskwalker,False,,"duskwalker* A planar scion infused with the supernatural energy of psychopomps. 28–31, Advanced Player’s Guide 37–38",
,,дворф,dwarf,False,,"dwarf A stout, industrious ancestry that often lives underground. Character Guide 16–21",
,,Дворфійська,Dwarven,False,,Dwarven The language of dwarves.,
,,Лицарі Орла,Eagle_Knights,False,,Eagle Knights A state-funded military sworn to defend Andoran. Some branches work to end slavery in the Inner Sea region. World Guide 122–123,
,,Землепад,Earthfall,False,,"Earthfall A cataclysmic event in –5293 ar, during which a rain of meteorites fell upon Golarion and caused massive destruction and started the Age of Darkness.",
,,,Eldest,False,,Eldest A group of fey deities that focus their attention on the First World.,
,,,Eleder,False,,Eleder The capital of former Sargava. Now known as Anthusis.,
,,,Elemental_Planes,False,,"Elemental Planes A set of planes located within the Inner Sphere that surround the Material Plane. Include the planes of air, water, earth, and fire. Gamemastery Guide 139–140",
,,ельф,elf,False,,elf A mysterious ancestry with rich traditions of magic and scholarship. Character Guide 22–27,
,,Ельфійська,Elven,False,,Elven The language of elves.,
,,,Elysium,False,,"Elysium A plane full of unbound wilderness, home to the celestials known as azatas. The plane is chaotic good. Gamemastery Guide 143",
,,Ерастіл,Erastil,False,,"Erastil Lawful good god of family, farming, hunting, and trade. Known as Old Deadeye. Gods & Magic 22–23",
,,,Erutaki,False,,"Erutaki A common human ethnicity in the Inner Sea region, Erutaki span the Crown of the World. Character Guide 6",
,,Око Абендеґо,Eye_of_Abendego,False,,"Eye of Abendego An enormous hurricane nestled between Mediogalti Island, the Shackles, and the Sodden Lands. World Guide 63–64",
,,,Eye_of_Dread,False,,"Eye of Dread The region in central Avistan consisting of Belkzen, the Gravelands, Lake Encarthan, Molthune, Nirmathas, Oprak, and Ustalav. World Guide 36–47",
,,,fell_gnome,False,,fell gnome A gnome ethnicity with an affinity for occult magic. Character Guide 29–30,
,,,Fever_Sea,False,,Fever Sea The name for the portion of the Arcadian Ocean that lies off the western coast of Garund.,
,,,fetchling,False,,fetchling* A humanoid ancestry that fled to and has been shaped by the Shadow Plane. Typically refer to themselves as kayals. 82–87,
,,,fiend,False,,fiend A creature that hails from or has a strong connection to one of the evil-aligned planes.,
,,Палії,Firebrands,False,,Firebrands A rebellious organization known for its members’ daredevil acts and efforts to fight oppression. Character Guide 66–75,
,,,First_World,False,,"First World A plane that overlaps the Material Plane, said to be a first draft of existence. Home to vibrant landscapes and fey. Gamemastery Guide 141",
,,Гори П'яти Королів,Five_Kings_Mountains,False,,Five Kings Mountains A region in southeast Avistan that’s the center of dwarven civilization in the Inner Sea region. World Guide 125–126,
,,,fleshwarp,False,,fleshwarp* A humanoid transformed so completely by outside forces that they are now a unique ancestry. 88–93,
,,,Free_Captains,False,,Free Captains The leaders of pirates in the Shackles.,
,,,Freehold,False,,Freehold A small town in central Vidrian.,
,,,frost_goblin,False,,frost goblin A major goblin subgroup found in frigid climates. Character Guide 35–36,
,,,Frostkin,False,,Frostkin A major half-orc ethnic subgroup common to the far north of Avistan and the Crown of the World. Character Guide 14,
,,Ґальт,Galt,False,,"Galt A nation in eastern Avistan, known as a land of constant political upheaval and revolution. World Guide 126",
,,,ganzi,False,,"ganzi* A planar scion descended from a chaotic being of the Maelstrom, such as a protean. 94–97",
,,Ґарунд,Garund,False,,Garund One of Golarion’s continents. Its northern portion makes up the southern half of the Inner Sea region. World Guide 8,
,,Ґарунді,Garundi,False,,Garundi A common human ethnicity in the Inner Sea region spanning the nations of northern Garund. Character Guide 6,
,,Ґеб,Geb,False,,Geb A nation in eastern Garund that’s a haven for undead. World Guide 76–77,
,,,geniekin,False,,geniekin* An umbrella term for planar scions descended from beings from the Elemental Planes. 98–119,
,,Ґоліном,Gholinom,False,,Gholinom An alghollthu city deep beneath the sea off the western coast of Rahadoum. World Guide 69,
,,гном,gnome,False,,gnome A small ancestry skilled at magic and driven to seek out new experiences. Character Guide 28–33,
,,гномська,Gnomish,False,,Gnomish The language of gnomes.,
,,гоблін,goblin,False,,"goblin A small, scrappy ancestry with a love of songs and fire. Character Guide 34–39",
,,гоблін,Goblin,False,,"Goblin The language of bugbears, goblins, and hobgoblins.",
,,,Goka,False,,Goka A large city-state in western Tian Xia.,
,,Ґоларіон,Golarion,False,,Golarion The primary world in the Lost Omens campaign setting. World Guide 6–9,
,,,Golden_Road,False,,"Golden Road This region in northern Garund and part of southeastern Avistan includes Katapesh, Osirion, Qadira, Rahadoum, and Thuvia.",
,,,World,False,,"World Guide 48–59 Gorum Chaotic neutral god of battle, strength, and weapons. Known as Our Lord in Iron. Gods & Magic 24–25",
,,Зелена Віра,Green_Faith,False,,Green Faith A neutral philosophy that proclaims natural forces are worthy of attention and respect. Gods & Magic 96,
,,,Grondaksen,False,,Grondaksen One of the three major dwarven ethnicities. Typically live underground. Character Guide 17,
,,напіворк,half_orc,False,,"half-orc A prominent heritage in the Inner Sea region, descended from humans and orcs. Character Guide 10–11",
,,напіврослик,halfling,False,,"halfling A small, cheerful ancestry sometimes considered to be inherently lucky. Character Guide 40–45",
,,напіврослик,Halfling,False,,Halfling The language of halflings.,
,,,Harrow,False,,Harrow A method of divination that uses cards known as a harrow deck to tell fortunes. Especially popular in Varisia.,
,,,Heaven,False,,"Heaven A plane that embodies order and compassion, home to the celestials known as archons. The plane is lawful good. Gamemastery Guide 143–144",
,,,Hell,False,,"Hell A cruel, constructed plane separated into nine distinct layers and home to the fiends known as devils. The plane is lawful evil. Gamemastery Guide 144",
,,Пекельні Лицарі,Hellknights,False,,Hellknights A set of knightly orders with a strict focus on maintaining order and upholding the law. Character Guide 76–85,
,,,hobgoblin,False,,"hobgoblin* A sturdy, clever ancestry with a propensity for militaristic order. 32–35, Character Guide 48–51",
,,,Holtaksen,False,,Holtaksen One of the three major dwarven ethnicities. Commonly live atop mountains and along their slopes. Character Guide 18–19,
,,,House_Thrune,False,,House Thrune The ruling noble house of Cheliax. human A diverse ancestry known for their adaptability. Character Guide 5–15,
,,,Icemark,False,,Icemark A territory in the northern part of the Lands of the Linnorm Kings.,
,,,ifrit,False,,ifrit* A type of geniekin descended from a being from the Plane of Fire. 100–103,
,,,Ilverani,False,,"Ilverani A major elven ethnic group, sometimes known as snowcasters, that live in the Crown of the World. Character Guide 23–24",
,,,Impossible_Lands,False,,"Impossible Lands The region in eastern Garund that consists of Geb, Jalmeray, the Mana Wastes, and Nex. World Guide 72–83",
,,Пекельний,Infernal,False,,"Infernal The common language of the denizens of Hell, that often requires very precise enunciation.",
,,,Inner_Sea,False,,Inner Sea The sea cradled between Avistan and Garund. Created by the reshaping of the region during Earthfall.,
,,регіон Внутрішнього Моря,Inner_Sea_region,False,,"Inner Sea region The collective name for the continent of Avistan and the northern portion of Garund, surrounding the Inner Sea.",
,,,Inner_Sphere,False,,"Inner Sphere The center of the Great Beyond, consisting of the Astral Plane, Elemental Planes, Energy Planes, Ethereal Plane, the First World, the Material Plane, and the Shadow Plane. Gamemastery Guide 138–140",
,,,Iobaria,False,,Iobaria A nation in western Casmaron that has become an unsettled frontier after a number of plagues.,
,,Ірорі,Irori,False,,"Irori Lawful neutral god of history, knowledge, and self-perfection. Known as the Master of Masters. Gods & Magic 30–31",
,,Ірісен,Irrisen,False,,Irrisen A nation in northwestern Avistan known for its constant winter and rule by winter witches. World Guide 110–112,
,,Ісґер,Isger,False,,Isger A vassal nation to Cheliax located in southern central Avistan. Home to several goblin clans. World Guide 100–102,
,,Джалмерай,Jalmeray,False,,Jalmeray An island nation off the eastern coast of Garund that is home to immigrants from the distant region of Vudra. World Guide 77–79,
,,,Jaric,False,,Jaric A halfling ethnic group that mostly dwells in the Barrier Wall mountains of Garund. Character Guide 41,
,,Джотун,Jotun,False,,Jotun The language of giants and related creatures.,
,,,Kallijae,False,,Kallijae One of the three ethnic groups that make up the Mualijae elves; native to the northwestern Mwangi Expanse. Character Guide 24,
,,Катапеш,Katapesh,False,,Katapesh A nation on the northeastern coast of Garund known for its markets. World Guide 51–53,
,,Келешіт,Keleshite,False,,"Keleshite In the Inner Sea region, this human ethnicity is common among the nations of the Golden Road. Character Guide 6–7",
,,Келід,Kellid,False,,"Kellid A human ethnicity of the Inner Sea region, originating among the mountains and steppes of northern Avistan. Character Guide 7",
,,,Kintargo,False,,Kintargo The capital of the nation of Ravounel.,
,,,kitsune,False,,kitsune* Shapeshifting humanoids whose true forms resemble foxes. 120–125,
,,,kobold,False,,"kobold* A small, reptilian humanoid ancestry proud of their kinship to dragons. 36–39, Advanced Player’s Guide 12–15",
,,,Kraggodan,False,,Kraggodan The dwarven Sky Citadel located in the southern Mindspin Mountains in Nirmathas.,
,,К'йонін,Kyonin,False,,"Kyonin A nation in central Avistan, known as the center of elven culture in the region. World Guide 127–128",
,,Озеро Енкартан,Lake_Encarthan,False,,Lake Encarthan A large lake located in central Avistan that facilitates trade throughout the region. World Guide 41,
,,Землі Королів Ліннорму,Lands_of_the_Linnorm_Kings,False,,Lands of the Linnorm Kings A region in northwestern Avistan known for its harsh environs and fierce leaders. World Guide 112–113,
,,,leshy,False,,"leshy* An ancestry of sapient plants animated by primal magic. 40–43, Character Guide 52–55",
,,ящеролюди,lizardfolk,False,,"lizardfolk* Extremely adaptable and patient reptilian humanoids. Also known as iruxi. 44–47, Character Guide 56–59",
,,,Maelstrom,False,,Maelstrom The collective term for the uncharted and chaotic areas on the metaphysical borders of the planes of the Outer Sphere. Home to the monitors known as proteans. The plane is chaotic neutral. Gamemastery Guide 144,
,,Маґамбія,Magaambya,False,,"Magaambya The oldest academy of arcane learning in the Inner Sea region, located in the city of Nantambu. Character Guide 96–105",
,,,Magnimar,False,,Magnimar One of the major city-states in Varisia. Known as the City of Monuments.,
,,Пустоші Мани,Mana_Wastes,False,,"Mana Wastes A region located in eastern Garund, known for its areas of dead and wild magic. World Guide 79–80",
,,,Material_Plane,False,,"Material Plane The plane located with the Inner Sphere that encompasses the known universe, including Golarion and its solar system. Gamemastery Guide 138–139",
,,Мендев,Mendev,False,,Mendev A nation located in northeastern Avistan that served as a launching point for crusades against the demons of the Sarkoris Scar. World Guide 28–29,
,,,Mihrini,False,,Mihrini A halfling ethnic group hailing from Iobaria and eastern Avistan. Character Guide 41–42,
,,,Minkai,False,,"Minkai A large empire centered in eastern Tian Xia, known for its recently quelled civil instability.",
,,Молтюн,Molthune,False,,"Molthune A nation in central Avistan, dominated by its military and at war with Nirmathas. World Guide 42",
,,Шипастий Шпиль,Mordant_Spire,False,,Mordant Spire A strange tower located in the Steaming Sea. Home of the secretive Spiresworn elves. World Guide 66–67,
,,Муаліджае,Mualijae,False,,Mualijae A major elven ethnic group consisting of three subgroups based in the Mwangi Expanse. Character Guide 24,
,,Мванґі,Mwangi,False,,Mwangi This is a term for multiple human ethnicities originating in the Mwangi Expanse. Character Guide 7,
,,,Mwangi_Expanse,False,,"Mwangi Expanse The area in northern central Garund consisting of most of the regions in and around the Mwangi Jungle, including the nation of Vidrian. World Guide 84–95",
,,Нантамбу,Nantambu,False,,Nantambu A city-state located on the western edge of the Mwangi Jungle. Home to the Magaambya magic academy. World Guide 89–90,
,,Некріл,Necril,False,,Necril The language of ghouls and other intelligent undead. Nethys Neutral god of magic. Known as the All-Seeing Eye. Gods & Magic 34–35,
,,Новий Тасілон,New_Thassilon,False,,"New Thassilon A young nation in northwest Avistan, home to time-displaced Thassilonians. World Guide 113–115",
,,Некс,Nex,False,,"Nex A nation located on the eastern coast of Garund, known as a center for arcane study. World Guide 80–81",
,,Нідаль,Nidal,False,,Nidal A nation along the southwest coast of Avistan watched over by the evil god Zon-Kuthon. World Guide 102–103,
,,нідалійці,Nidalese,False,,"Nidalese A human ethnicity of the Inner Sea region, common in Nidal and the surrounding areas. Character Guide 7–8",
,,Нірматас,Nirmathas,False,,"Nirmathas A nation located in central Avistan, known for its vast wilderness and war with Molthune. World Guide 43",
,,,Nirvana,False,,Nirvana A peaceful plane filled with idyllic landscapes and home to the celestials known as agathions and angels. The plane is neutral good. Gamemastery Guide 144,
,,Норґорбер,Norgorber,False,,"Norgorber Neutral evil god of greed, murder, poison, and secrets. Known as the Reaper of Reputation. Gods & Magic 36–37",
,,Нумерія,Numeria,False,,Numeria A nation in northeast Avistan known for unique technology salvaged from a crashed starship. World Guide 29–30,
,,Опрак,Oprak,False,,"Oprak A nation in central Avistan, home to hobgoblins who won the land by force. World Guide 44",
,,,orc,False,,"orc* A nocturnal, tough-skinned ancestry driven by conflict and pride. 48–51, Advanced Player’s Guide 16–19",
,,,oread,False,,oread* A type of geniekin descended from a being from the Plane of Earth. 104–107,
,,Осіріон,Osirion,False,,Osirion A nation in northeastern Garund that boasts countless tombs and temples from the great empire of Ancient Osirion. World Guide 53–54,
,,,Othoban,False,,Othoban A halfling ethnic group that lives primarily in New Thassilon and Varisia. Character Guide 42,
,,,Paraheen,False,,Paraheen A group of dwarf artisans based in the Qadiran city of Katheer. Character Guide 18,
,,Спілка Провідників,Pathfinder_Society,False,,Pathfinder Society A globe-trotting organization dedicated to exploration and reclaiming lost relics. Character Guide 106–115,
,,Фаразма,Pharasma,False,,"Pharasma Neutral goddess of birth, death, fate, prophecy, and time. Known as the Lady of Graves. Gods & Magic 38–39",
,,,planar_scion,False,,planar scion A blanket term for a group of versatile heritages representing people descended from a distant planar ancestor or with a strong tie to another plane.,
,,,Plane_of_Air,False,,"Plane of Air An Elemental Plane filled with vast skies, churning storms, and massive clouds. Gamemastery Guide 139",
,,,Plane_of_Earth,False,,"Plane of Earth An Elemental Plane permeated with solid stone, endless caverns, and rich mineral veins. Gamemastery Guide 139–140",
,,,Plane_of_Fire,False,,"Plane of Fire An Elemental Plane covered in dancing flames, seas of magma, and clouds of ash. Gamemastery Guide 140",
,,,Plane_of_Water,False,,"Plane of Water An Elemental Plane saturated with endless oceans, bogs of mud and silt, and clouds of steam. Gamemastery Guide 140",
,,,psychopomp,False,,psychopomp A family of monitors spawned within the Boneyard to convey souls to the Outer Planes. Most are true neutral. Bestiary 270–271,
,,Кадіра,Qadira,False,,Qadira A nation located in southeast Avistan. The westernmost satrapy of the great Padishah Empire of Kelesh. World Guide 54–55,
,,,qlippoth,False,,qlippoth A term for primeval fiends born of the essence of the Abyss. Qlippoth are native to the Abyss. Bestiary 2 212–217,
,,Рагадум,Rahadoum,False,,"Rahadoum A nation located in northwest Garund, known for its prohibitions against religious practice of any kind. World Guide 55–56",
,,,ratfolk,False,,"ratfolk* An enterprising humanoid ancestry who resemble rats. They commonly refer to themselves as ysoki. 52–55, Advanced Player’s Guide 20–23",
,,Равунель,Ravounel,False,,"Ravounel A young nation in southwest Avistan, known for its successful uprising against Cheliax and continued push for individual freedoms. World Guide 104–105",
,,Царство Володарів Мамонтів,Realm_of_the_Mammoth_Lords,False,,Realm of the Mammoth Lords A region in northern Avistan known for its untamed wilderness and dangerous megafauna. World Guide 115–116,
,,Червоний Богомол,Red_Mantis,False,,Red Mantis A group of assassins who serve the mantis god Achaekek and reside on Mediogalti Island. World Guide 65–66,
,,Річкові Королівства,River_Kingdoms,False,,River Kingdoms A region in northeast Avistan where dozens of small kingdoms struggle for dominance. World Guide 31–32,
,,Роваґуґ,Rovagug,False,,"Rovagug Chaotic evil god of destruction, disaster, and wrath. Known as the Rough Beast. Gods & Magic 40–41",
,,,runelord,False,,runelord One of the powerful wizards who ruled in ancient Thassilon. Each runelord is tied to an aspect of sin magic.,
,,,runes,False,,runes* 139,
,,,Saga_Lands,False,,"Saga Lands The region in northwest Avistan consisting of Irrisen, the Lands of the Linnorm Kings, New Thassilon, the Realm of the Mammoth Lords, and Varisia. World Guide 108–119",
,,Саренрей,Sarenrae,False,,"Sarenrae Neutral good goddess of healing, honesty, redemption, and the sun. Known as the Dawnflower. Gods & Magic 42–43",
,,,Sargava,False,,Sargava A former colony of the Empire of Cheliax that broke off into an independent state. A recent revolution has led Sargava to become the new nation of Vidrian. World Guide XX,
,,Шрам Саркоріса,Sarkoris_Scar,False,,Sarkoris Scar A region located in northern Avistan. Formerly the site of the demonic Worldwound. World Guide 32–33,
,,Кайдани,Shackles,False,,Shackles A collection of islands off the western coast of Garund. Known for rampant piracy. World Guide 67–68,
,,,Shadow_Plane,False,,Shadow Plane A transitive plane that overlaps and serves as a twisted reflection of the Material Plane. Gamemastery Guide 141,
,,Язик тіні,Shadowtongue,False,,"Shadowtongue A language common among creatures from the Shadow Plane, as well as Nidalese people.",
,,Шелін,Shelyn,False,,"Shelyn Neutral good goddess of art, beauty, love, and music; known as the Eternal Rose. Gods & Magic 44–45",
,,,Shining_Kingdoms,False,,"Shining Kingdoms The region in southeast Avistan consisting of Andoran, Druma, the Five Kings Mountains, Galt, Kyonin, and Taldor. World Guide 120–131",
,,Шоанті,Shoanti,False,,"Shoanti A human ethnicity common across the Storval Plateau, the frontiers of Varisia, and beyond. Character Guide 8",
,,,Shory,False,,Shory An ancient empire prominent in central Garund circa –2500 ar. Famous for its flying cities.,
,,,Silver_Ravens,False,,Silver Ravens The rebel group that helped liberate the city of Kintargo and establish the nation of Ravounel.,
,,,Sivanah,False,,"Sivanah Neutral goddess of illusions, mysteries, reflections, and secrets. Known as the Seventh Veil. Gods & Magic 69",
,,Глевкі Землі,Sodden_Lands,False,,"Sodden Lands A region on the northwest coast of Garund, ravaged by the Eye of Abendego. World Guide 93",
,,,Spiresworn,False,,"Spiresworn A major, self-isolating elven ethnic group that lives within the Mordant Spire in the Steaming Sea. Character Guide 24–25",
,,,sprite,False,,sprite* An ancestry of diminutive fey that have made their way to the Material Plane. 126–131,
,,,Steaming_Sea,False,,Steaming Sea The name for the portion of the Arcadian Ocean that lies off the western coast of Avistan.,
,,,strix,False,,"strix* Winged humanoids, most of whom live in and around Cheliax. 132–137",
,,,suli,False,,suli* A geniekin who embodies a mixture of elements and is typically descended from jann. 108–111,
,,,sylph,False,,sylph* A type of geniekin descended from a being from the Plane of Air. 112–115,
,,Талдан,Taldan,False,,"Taldan This human ethnicity is widespread throughout Avistan, especially in the south of that continent. Character Guide 8",
,,Талдор,Taldor,False,,Taldor A nation located in southeast Avistan. This empire in decline seeks to reclaim former glory. World Guide 128–129,
,,Клубок Шипшини,Tanglebriar,False,,Tanglebriar A large swamp in southern Kyonin. Domain of the demon lord Treerazer. World Guide 128,
,,Тар-Бафон,Tar_Baphon,False,,"Tar-Baphon A necromancer killed by Aroden who rose again as the lich-king known as the Whispering Tyrant. Threatened the Inner Sea region for centuries before being imprisoned, but broke free in 4719 ar to terrorize the region once more. Legends 104–105, World Guide 14, 38",
,,,tengu,False,,"tengu* Humanoids who resemble birds. 56–59, Advanced Player’s Guide 24–27",
,,Тассілонська,Thassilonian,False,,Thassilonian The language of the people of Thassilon and New Thassilon.,
,,Тувія,Thuvia,False,,"Thuvia A nation located in north-central Garund, known for its production of the sun orchid elixir. World Guide 56–57",
,,Тянь,Tian,False,,"Tian A group of human ethnicities originally hailing from the nations of Tian Xia. Common along major Avistani trade routes, including the Crown of the World. Character Guide 8–9",
,,,tiefling,False,,"tiefling* A planar scion descended from or influenced by a fiend. 60–63, Advanced Player’s Guide 39–41",
,,Тораґ,Torag,False,,"Torag Lawful good god of the forge, protection, and strategy. Known as the Father of Creation. Gods & Magic 46–47",
,,Ульфен,Ulfen,False,,Ulfen A human ethnicity common in the northern reaches of Avistan. Character Guide 9,
,,,undine,False,,undine* A type of geniekin descended from a being from the Plane of Water. 116–119,
,,Урґатоа,Urgathoa,False,,"Urgathoa Neutral evil goddess of disease, gluttony, and undeath. Known as the Pallid Princess. Gods & Magic 48–49",
,,,Urgir,False,,Urgir Unofficial capital of the Hold of Belkzen.,
,,Усталав,Ustalav,False,,Ustalav A nation located in northern central Avistan that’s threatened by countless terrors living and undead. World Guide 45,
,,,Vahird,False,,Vahird An ethnicity of monastic dwarves that live in the Eternal Oasis of Rahadoum. Character Guide 18,
,,Варісія,Varisia,False,,"Varisia A region in northwestern Avistan, known as a frontier land and home to ancient Thassilonian ruins. World Guide 116–117",
,,Варісійська,Varisian,False,,"Varisian A human ethnicity common throughout Avistan, particularly in and around Ustalav and Varisia. Character Guide 9",
,,,Varki,False,,Varki A human ethnicity related to the Erutaki that live along the mountains of northern Avistan. Character Guide 10,
,,Вердуранський Ліс,Verduran_Forest,False,,"Verduran Forest A large forest in southeast Avistan, nestled between Andoran, Galt, and Taldor. World Guide 129",
,,Відріан,Vidrian,False,,"Vidrian A young nation along the western coast of Garund. Formerly called Sargava, its inhabitants recently overthrew their oppressive government. World Guide 91–92",
,,,Vourinoi,False,,Vourinoi A major elven ethnic group that live primarily in Osirion and the surrounding regions. Character Guide 25,
,,Вудра,Vudra,False,,"Vudra This vast peninsula in southeastern Casmaron is home to the Vudrani people. World Guide 7, Pathfinder Adventure Path #158 66–73",
,,Вудраньска,Vudrani,False,,"Vudrani A common human ethnicity in Vudra, Jalmeray, and the surrounding regions. Character Guide 9",
,,,weapons,False,,weapons* 138–139,
,,Шепучий Тиран,Whispering_Tyrant,False,,"Whispering Tyrant Another name for the lich Tar-Baphon. Legends 104–105, World Guide 14, 38",
,,Рана Світу,Worldwound,False,,"Worldwound An enormous rift that opened in the nation of Sarkoris, allowing the demonic hordes of the Abyss to spill forth and destroy the region until closed by heroes. Its demon-blighted surroundings are now known as the Sarkoris Scar. World Guide 26, 32–33",
